index,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Platform_Unified
5064,2013.0,Racing,0.07,0.22,0.01,0.08,0.37,82.0,20.0,6.6,173.0,E,Sony
5085,2012.0,Misc,0.21,0.13,0.0,0.03,0.37,66.0,14.0,7.8,37.0,E10+,Nintendo
5091,2010.0,Racing,0.12,0.2,0.0,0.05,0.37,86.0,14.0,6.7,556.0,E10+,
5101,2010.0,Fighting,0.16,0.14,0.01,0.06,0.37,77.0,47.0,6.9,38.0,T,Sony
5104,2013.0,Sports,0.16,0.14,0.0,0.07,0.37,74.0,28.0,3.8,26.0,E,Sony
5110,2011.0,Shooter,0.14,0.18,0.0,0.06,0.37,79.0,32.0,5.2,1618.0,M,
5113,2010.0,Action,0.09,0.18,0.01,0.1,0.37,65.0,10.0,7.4,14.0,T,Sony
5114,2016.0,Shooter,0.1,0.19,0.02,0.06,0.37,84.0,39.0,8.5,210.0,M,Sony
5115,2014.0,Misc,0.13,0.08,0.15,0.02,0.37,83.0,52.0,8.2,66.0,T,Nintendo
5120,2016.0,Sports,0.03,0.28,0.0,0.05,0.37,85.0,50.0,8.7,1290.0,E,Sony
5129,2011.0,Role-Playing,0.21,0.12,0.01,0.03,0.37,72.0,55.0,5.9,102.0,T,Microsoft
5131,2016.0,Racing,0.04,0.27,0.0,0.05,0.37,85.0,46.0,8.1,196.0,E,Sony
5150,2012.0,Action,0.25,0.09,0.0,0.03,0.37,73.0,42.0,7.4,109.0,E10+,Nintendo
5159,2011.0,Action,0.09,0.21,0.0,0.07,0.36,69.0,18.0,5.8,338.0,T,
5165,2014.0,Strategy,0.11,0.22,0.0,0.03,0.36,81.0,78.0,5.5,1027.0,E10+,
5171,2010.0,Misc,0.22,0.11,0.0,0.03,0.36,76.0,12.0,8.8,11.0,T,Nintendo
5174,2016.0,Shooter,0.17,0.1,0.07,0.03,0.36,69.0,82.0,7.4,662.0,E10+,Nintendo
5177,2010.0,Action,0.24,0.09,0.01,0.03,0.36,68.0,57.0,6.3,29.0,T,Microsoft
5188,2015.0,Role-Playing,0.06,0.04,0.23,0.03,0.36,70.0,4.0,7.1,27.0,T,Sony
5215,2015.0,Misc,0.17,0.13,0.0,0.06,0.36,73.0,10.0,6.8,20.0,E10+,Sony
5221,2010.0,Action,0.24,0.08,0.0,0.03,0.36,76.0,68.0,7.6,96.0,T,Microsoft
5224,2014.0,Role-Playing,0.08,0.04,0.23,0.01,0.36,57.0,25.0,4.8,19.0,E10+,Nintendo
5230,2016.0,Action,0.17,0.16,0.0,0.03,0.36,83.0,9.0,7.7,131.0,M,Microsoft
5241,2012.0,Sports,0.2,0.12,0.0,0.03,0.36,31.0,13.0,2.7,18.0,E,Nintendo
5245,2013.0,Role-Playing,0.14,0.05,0.12,0.05,0.35,78.0,15.0,8.4,198.0,T,Sony
5248,2012.0,Racing,0.13,0.17,0.0,0.05,0.35,79.0,63.0,8.2,191.0,E10+,Sony
5256,2013.0,Shooter,0.04,0.02,0.27,0.01,0.35,69.0,28.0,7.5,52.0,M,Sony
5257,2014.0,Action,0.12,0.2,0.0,0.03,0.35,84.0,17.0,8.0,1671.0,M,
5262,2013.0,Sports,0.21,0.12,0.0,0.03,0.35,77.0,28.0,6.2,26.0,E,Microsoft
5277,2010.0,Action,0.18,0.12,0.0,0.05,0.35,59.0,50.0,6.0,36.0,T,Sony
5285,2016.0,Shooter,0.06,0.21,0.03,0.05,0.35,48.0,43.0,3.8,212.0,M,Sony
5286,2012.0,Action,0.19,0.13,0.0,0.03,0.35,85.0,26.0,7.1,216.0,M,Nintendo
5287,2016.0,Fighting,0.11,0.13,0.07,0.05,0.35,66.0,45.0,7.8,49.0,T,Sony
5291,2013.0,Action,0.04,0.04,0.25,0.02,0.35,71.0,44.0,8.0,136.0,T,Sony
5295,2015.0,Simulation,0.0,0.33,0.0,0.02,0.35,81.0,34.0,6.9,97.0,E,
5302,2010.0,Fighting,0.23,0.09,0.0,0.02,0.35,79.0,63.0,7.0,55.0,T,Microsoft
5305,2013.0,Shooter,0.19,0.1,0.0,0.06,0.35,59.0,21.0,6.9,145.0,M,Sony
5317,2016.0,Action,0.19,0.12,0.0,0.03,0.35,71.0,18.0,5.1,15.0,E10+,Microsoft
5320,2016.0,Platform,0.11,0.16,0.02,0.05,0.35,69.0,50.0,4.7,578.0,T,Sony
5321,2014.0,Shooter,0.2,0.11,0.0,0.03,0.35,63.0,12.0,6.6,68.0,M,Microsoft
5338,2016.0,Action,0.03,0.26,0.0,0.05,0.35,81.0,52.0,7.9,110.0,E,Sony
5341,2011.0,Sports,0.2,0.11,0.0,0.03,0.34,85.0,14.0,6.7,7.0,E,Nintendo
5348,2013.0,Shooter,0.22,0.09,0.01,0.03,0.34,69.0,6.0,3.4,256.0,M,Nintendo
5349,2011.0,Action,0.11,0.18,0.0,0.06,0.34,57.0,41.0,5.6,27.0,T,Sony
5356,2011.0,Fighting,0.23,0.08,0.0,0.03,0.34,74.0,6.0,5.2,9.0,T,Nintendo
5357,2011.0,Fighting,0.18,0.14,0.0,0.03,0.34,75.0,64.0,7.2,45.0,T,Microsoft
5359,2012.0,Fighting,0.19,0.11,0.01,0.03,0.34,83.0,35.0,7.5,90.0,T,Microsoft
5372,2010.0,Strategy,0.23,0.09,0.0,0.03,0.34,75.0,28.0,7.1,23.0,E10+,Microsoft
5378,2010.0,Sports,0.11,0.17,0.0,0.06,0.34,45.0,17.0,4.3,8.0,E,Sony
5379,2013.0,Strategy,0.06,0.25,0.0,0.04,0.34,80.0,82.0,2.1,6157.0,M,
5388,2014.0,Platform,0.13,0.18,0.0,0.03,0.34,91.0,6.0,7.9,218.0,E10+,Microsoft
5400,2011.0,Fighting,0.09,0.07,0.15,0.04,0.34,59.0,16.0,7.2,26.0,T,Sony
5408,2011.0,Strategy,0.22,0.09,0.0,0.03,0.34,77.0,49.0,7.9,78.0,T,Nintendo
5418,2010.0,Shooter,0.13,0.15,0.01,0.05,0.34,60.0,39.0,6.2,11.0,T,Sony
5439,2016.0,Role-Playing,0.08,0.14,0.08,0.04,0.33,77.0,74.0,8.3,222.0,E10+,Sony
5444,2016.0,Sports,0.19,0.08,0.0,0.06,0.33,78.0,26.0,5.8,67.0,E10+,Sony
5453,2011.0,Action,0.19,0.11,0.0,0.03,0.33,44.0,31.0,5.4,24.0,T,Microsoft
5464,2011.0,Fighting,0.23,0.06,0.01,0.03,0.33,79.0,31.0,8.2,51.0,T,Microsoft
5470,2012.0,Action,0.16,0.11,0.0,0.06,0.33,62.0,9.0,6.7,46.0,E10+,Sony
5473,2013.0,Shooter,0.05,0.18,0.03,0.07,0.33,52.0,15.0,6.0,82.0,M,Sony
5494,2010.0,Sports,0.26,0.04,0.0,0.03,0.33,60.0,4.0,5.4,9.0,T,Sony
5502,2015.0,Fighting,0.12,0.03,0.16,0.02,0.33,61.0,32.0,6.6,32.0,T,Nintendo
5506,2010.0,Role-Playing,0.12,0.13,0.06,0.03,0.33,74.0,43.0,7.7,96.0,T,Microsoft
5507,2011.0,Action,0.17,0.13,0.0,0.03,0.33,47.0,6.0,6.6,5.0,T,Nintendo
5519,2012.0,Action,0.14,0.15,0.0,0.04,0.33,55.0,30.0,5.4,599.0,M,
5525,2013.0,Misc,0.09,0.05,0.15,0.04,0.33,80.0,55.0,8.1,235.0,M,Sony
5534,2012.0,Action,0.09,0.07,0.14,0.03,0.33,72.0,33.0,8.2,179.0,M,Sony
5539,2010.0,Sports,0.27,0.04,0.0,0.02,0.33,26.0,16.0,3.7,9.0,E10+,Microsoft
5551,2011.0,Adventure,0.17,0.13,0.0,0.03,0.32,65.0,26.0,8.2,5.0,E,Nintendo
5555,2010.0,Action,0.15,0.15,0.0,0.03,0.32,41.0,11.0,4.6,12.0,T,Nintendo
5563,2010.0,Misc,0.25,0.04,0.0,0.03,0.32,75.0,25.0,6.3,4.0,T,Sony
5564,2015.0,Misc,0.16,0.04,0.1,0.02,0.32,80.0,32.0,8.5,71.0,E10+,Nintendo
5565,2015.0,Misc,0.25,0.04,0.0,0.03,0.32,66.0,10.0,6.1,18.0,E10+,Microsoft
5567,2011.0,Shooter,0.13,0.15,0.0,0.04,0.32,87.0,28.0,8.3,974.0,M,
5573,2011.0,Misc,0.2,0.1,0.0,0.03,0.32,66.0,17.0,5.8,8.0,T,Microsoft
5578,2013.0,Action,0.1,0.17,0.0,0.06,0.32,72.0,37.0,7.4,424.0,M,Sony
5579,2012.0,Action,0.22,0.08,0.0,0.02,0.32,68.0,38.0,7.3,269.0,M,Microsoft
5581,2011.0,Action,0.11,0.08,0.1,0.03,0.32,72.0,31.0,7.1,35.0,M,Sony
5583,2015.0,Fighting,0.18,0.11,0.0,0.03,0.32,67.0,18.0,7.2,128.0,T,Microsoft
5586,2012.0,Fighting,0.19,0.08,0.03,0.03,0.32,76.0,39.0,7.9,95.0,M,Microsoft
5603,2011.0,Action,0.14,0.13,0.0,0.05,0.32,43.0,21.0,5.7,27.0,T,Sony
5609,2016.0,Role-Playing,0.13,0.16,0.0,0.03,0.32,88.0,62.0,7.5,535.0,T,
5610,2014.0,Misc,0.08,0.05,0.16,0.04,0.32,81.0,8.0,8.4,69.0,T,Sony
5616,2011.0,Shooter,0.06,0.14,0.07,0.05,0.32,67.0,36.0,6.3,18.0,M,Sony
5622,2012.0,Action,0.15,0.1,0.03,0.04,0.32,70.0,33.0,4.8,136.0,M,Sony
5627,2010.0,Shooter,0.12,0.13,0.0,0.08,0.32,49.0,11.0,6.0,32.0,M,Sony
5630,2015.0,Misc,0.09,0.04,0.15,0.04,0.32,76.0,51.0,8.6,83.0,T,Sony
5648,2014.0,Action,0.09,0.16,0.02,0.05,0.32,59.0,60.0,6.9,310.0,M,Sony
5649,2012.0,Shooter,0.14,0.13,0.0,0.05,0.32,79.0,28.0,7.6,127.0,M,Sony
5677,2011.0,Role-Playing,0.1,0.17,0.0,0.05,0.32,75.0,39.0,5.4,555.0,M,
5681,2010.0,Role-Playing,0.07,0.04,0.17,0.03,0.32,53.0,45.0,5.5,21.0,M,Sony
5682,2011.0,Action,0.15,0.11,0.0,0.05,0.32,63.0,13.0,6.6,9.0,E10+,Sony
5692,2011.0,Sports,0.0,0.24,0.0,0.07,0.32,50.0,12.0,5.6,7.0,E,Sony
5694,2012.0,Racing,0.06,0.19,0.0,0.06,0.32,61.0,27.0,5.6,34.0,E,Sony
5699,2010.0,Fighting,0.23,0.04,0.02,0.02,0.31,85.0,32.0,8.7,26.0,T,Microsoft
5702,2010.0,Role-Playing,0.12,0.0,0.19,0.01,0.31,77.0,23.0,8.0,21.0,E10+,Nintendo
5703,2013.0,Action,0.13,0.16,0.0,0.02,0.31,74.0,17.0,7.5,1170.0,T,
5718,2010.0,Role-Playing,0.18,0.01,0.1,0.03,0.31,58.0,10.0,8.1,39.0,T,Sony
5719,2013.0,Role-Playing,0.1,0.0,0.19,0.02,0.31,61.0,33.0,7.7,237.0,M,Sony
5720,2011.0,Adventure,0.2,0.06,0.03,0.02,0.31,82.0,39.0,7.9,153.0,M,Microsoft
5728,2011.0,Puzzle,0.08,0.15,0.06,0.03,0.31,49.0,30.0,4.8,13.0,E,Nintendo
5730,2013.0,Action,0.19,0.09,0.0,0.03,0.31,68.0,5.0,7.4,127.0,T,Nintendo
5732,2011.0,Role-Playing,0.16,0.01,0.12,0.01,0.31,79.0,21.0,8.8,45.0,T,Nintendo
5735,2014.0,Action,0.19,0.09,0.0,0.03,0.31,32.0,28.0,3.6,587.0,E10+,Nintendo
5737,2010.0,Strategy,0.0,0.27,0.0,0.05,0.31,79.0,33.0,5.2,213.0,E10+,
5746,2015.0,Simulation,0.06,0.16,0.06,0.04,0.31,76.0,17.0,7.1,110.0,T,Sony
5749,2013.0,Adventure,0.18,0.1,0.0,0.03,0.31,65.0,5.0,3.6,7.0,E10+,Nintendo
5753,2015.0,Action,0.17,0.08,0.0,0.05,0.31,81.0,51.0,3.3,29.0,E10+,Sony
5756,2010.0,Action,0.19,0.09,0.0,0.03,0.31,59.0,69.0,6.0,61.0,T,Microsoft
5770,2010.0,Action,0.09,0.15,0.01,0.05,0.31,41.0,28.0,1.7,17.0,T,Sony
5773,2011.0,Role-Playing,0.11,0.1,0.08,0.02,0.31,73.0,48.0,8.0,99.0,T,Nintendo
5782,2011.0,Sports,0.09,0.19,0.0,0.03,0.31,73.0,14.0,6.0,8.0,E,Microsoft
5790,2010.0,Platform,0.17,0.01,0.11,0.02,0.31,78.0,15.0,8.9,39.0,E,Nintendo
5793,2012.0,Sports,0.08,0.2,0.0,0.03,0.31,82.0,33.0,6.9,77.0,E,Microsoft
5808,2010.0,Action,0.24,0.05,0.0,0.02,0.31,58.0,51.0,6.0,41.0,T,Microsoft
5815,2014.0,Fighting,0.1,0.1,0.06,0.04,0.31,54.0,32.0,5.3,103.0,T,Sony
5834,2011.0,Racing,0.29,0.0,0.0,0.02,0.3,62.0,24.0,4.1,14.0,E,Microsoft
5835,2013.0,Fighting,0.14,0.0,0.14,0.03,0.3,83.0,16.0,8.3,64.0,T,Sony
5838,2012.0,Role-Playing,0.14,0.13,0.0,0.03,0.3,81.0,25.0,6.6,1097.0,M,
5840,2016.0,Misc,0.08,0.13,0.08,0.02,0.3,68.0,37.0,6.8,16.0,E,Nintendo
5849,2016.0,Fighting,0.21,0.07,0.0,0.03,0.3,81.0,11.0,8.5,51.0,T,Microsoft
5854,2016.0,Action,0.25,0.0,0.0,0.06,0.3,75.0,59.0,7.3,89.0,M,Sony
5860,2011.0,Fighting,0.17,0.06,0.04,0.03,0.3,77.0,26.0,8.2,76.0,T,Sony
5865,2011.0,Action,0.14,0.07,0.07,0.02,0.3,53.0,32.0,5.5,26.0,T,Nintendo
5873,2013.0,Racing,0.01,0.27,0.0,0.02,0.3,79.0,29.0,6.6,33.0,E,Microsoft
5880,2011.0,Fighting,0.18,0.09,0.0,0.03,0.3,61.0,13.0,7.5,10.0,E10+,Microsoft
5887,2012.0,Sports,0.28,0.0,0.0,0.02,0.3,63.0,6.0,7.3,38.0,E,Sony
5897,2010.0,Action,0.09,0.13,0.01,0.07,0.3,73.0,28.0,7.5,43.0,M,Sony
5903,2014.0,Role-Playing,0.0,0.0,0.3,0.0,0.3,67.0,28.0,7.6,131.0,T,Sony
5918,2012.0,Fighting,0.0,0.0,0.3,0.0,0.3,49.0,19.0,7.0,19.0,M,Sony
5926,2016.0,Action,0.14,0.13,0.0,0.02,0.3,76.0,11.0,7.0,18.0,E10+,Microsoft
5927,2011.0,Platform,0.14,0.12,0.0,0.04,0.3,57.0,62.0,5.5,53.0,E10+,Sony
5933,2010.0,Role-Playing,0.19,0.0,0.09,0.01,0.29,85.0,30.0,9.0,81.0,E10+,Nintendo
5934,2012.0,Action,0.14,0.11,0.0,0.05,0.29,70.0,52.0,7.3,57.0,E10+,Sony
5943,2010.0,Action,0.23,0.04,0.0,0.02,0.29,74.0,14.0,8.0,8.0,E10+,Nintendo
5947,2010.0,Misc,0.25,0.02,0.0,0.02,0.29,74.0,36.0,5.4,9.0,T,Microsoft
5952,2010.0,Action,0.16,0.1,0.0,0.03,0.29,67.0,9.0,5.2,5.0,E10+,Nintendo
5969,2012.0,Racing,0.15,0.09,0.0,0.04,0.29,62.0,51.0,6.4,69.0,E,Sony
5971,2010.0,Sports,0.1,0.16,0.0,0.03,0.29,60.0,9.0,7.6,5.0,E,Nintendo
5977,2010.0,Shooter,0.09,0.06,0.11,0.03,0.29,58.0,42.0,6.0,30.0,T,Sony
5978,2011.0,Fighting,0.17,0.08,0.0,0.04,0.29,80.0,48.0,7.7,93.0,T,Sony
5986,2010.0,Role-Playing,0.13,0.1,0.04,0.02,0.29,67.0,60.0,8.3,126.0,M,Microsoft
5989,2015.0,Action,0.14,0.11,0.0,0.05,0.29,60.0,11.0,5.7,68.0,M,Sony
5990,2016.0,Sports,0.0,0.22,0.04,0.04,0.29,72.0,7.0,6.6,8.0,E,Sony
6023,2014.0,Shooter,0.11,0.15,0.0,0.02,0.29,75.0,55.0,6.2,703.0,M,
6027,2012.0,Action,0.18,0.05,0.03,0.03,0.29,77.0,71.0,7.8,188.0,T,Sony
6029,2012.0,Action,0.06,0.2,0.0,0.03,0.29,68.0,4.0,3.7,16.0,E,Nintendo
6030,2010.0,Simulation,0.06,0.05,0.15,0.03,0.29,71.0,30.0,7.2,12.0,T,Sony
6038,2014.0,Action,0.17,0.09,0.0,0.03,0.29,47.0,21.0,6.3,160.0,E,Nintendo
6045,2011.0,Shooter,0.12,0.12,0.0,0.05,0.29,45.0,42.0,5.5,74.0,M,Sony
6048,2013.0,Strategy,0.1,0.14,0.0,0.05,0.29,49.0,6.0,3.6,23.0,E,Sony
6049,2014.0,Action,0.15,0.11,0.0,0.02,0.29,76.0,13.0,5.4,348.0,M,Microsoft
6057,2015.0,Role-Playing,0.11,0.08,0.06,0.04,0.29,80.0,43.0,8.1,173.0,T,Sony
6060,2010.0,Action,0.06,0.01,0.2,0.01,0.29,65.0,18.0,8.8,13.0,T,Nintendo
6078,2011.0,Shooter,0.0,0.23,0.0,0.05,0.29,80.0,38.0,3.7,1466.0,T,
6081,2010.0,Adventure,0.09,0.13,0.01,0.05,0.29,72.0,49.0,7.9,35.0,T,Sony
6082,2013.0,Action,0.17,0.09,0.0,0.03,0.29,86.0,5.0,7.7,207.0,M,Nintendo
6098,2014.0,Sports,0.0,0.27,0.0,0.02,0.28,82.0,9.0,4.2,383.0,E,
6112,2013.0,Misc,0.08,0.0,0.19,0.02,0.28,73.0,10.0,8.4,108.0,T,Sony
6119,2012.0,Action,0.09,0.13,0.0,0.06,0.28,54.0,8.0,5.6,35.0,E10+,Sony
6126,2012.0,Role-Playing,0.18,0.08,0.0,0.02,0.28,61.0,70.0,4.8,80.0,T,Microsoft
6150,2011.0,Shooter,0.1,0.14,0.01,0.03,0.28,69.0,64.0,6.1,29.0,M,Microsoft
6151,2011.0,Action,0.13,0.12,0.0,0.03,0.28,59.0,53.0,6.7,30.0,T,Microsoft
6171,2010.0,Shooter,0.1,0.12,0.02,0.05,0.28,60.0,44.0,5.9,27.0,M,Sony
6176,2011.0,Action,0.11,0.06,0.08,0.03,0.28,78.0,46.0,7.5,40.0,T,Sony
6177,2010.0,Sports,0.18,0.06,0.0,0.04,0.28,56.0,5.0,6.7,6.0,E,Sony
6193,2014.0,Action,0.17,0.0,0.08,0.02,0.28,71.0,34.0,7.1,133.0,E,Nintendo
6199,2010.0,Misc,0.16,0.09,0.0,0.02,0.28,66.0,18.0,6.6,16.0,E,Microsoft
6202,2011.0,Action,0.13,0.11,0.0,0.04,0.28,61.0,41.0,6.5,17.0,E10+,Sony
6210,2011.0,Sports,0.03,0.21,0.0,0.04,0.28,55.0,14.0,3.9,13.0,E,Microsoft
6218,2013.0,Strategy,0.16,0.1,0.0,0.02,0.28,59.0,3.0,5.6,25.0,E,Microsoft
6226,2014.0,Action,0.09,0.1,0.06,0.04,0.28,71.0,28.0,7.3,46.0,T,Sony
6240,2013.0,Shooter,0.11,0.11,0.01,0.05,0.28,58.0,27.0,6.7,100.0,M,Sony
6245,2011.0,Misc,0.05,0.03,0.17,0.02,0.27,74.0,41.0,7.2,35.0,E,Sony
6268,2013.0,Racing,0.08,0.16,0.0,0.03,0.27,78.0,51.0,5.8,156.0,E,Microsoft
6271,2011.0,Action,0.11,0.12,0.01,0.03,0.27,64.0,6.0,3.6,21.0,E10+,Nintendo
6276,2014.0,Action,0.1,0.16,0.0,0.02,0.27,68.0,18.0,5.9,721.0,M,
6279,2011.0,Action,0.17,0.08,0.0,0.02,0.27,72.0,48.0,7.5,60.0,M,Microsoft
6293,2010.0,Action,0.15,0.09,0.0,0.03,0.27,41.0,35.0,5.9,54.0,T,Microsoft
6307,2012.0,Racing,0.07,0.17,0.0,0.02,0.27,64.0,33.0,5.7,22.0,E,Microsoft
6308,2012.0,Misc,0.13,0.12,0.0,0.02,0.27,60.0,21.0,5.4,18.0,E10+,Nintendo
6323,2015.0,Action,0.16,0.09,0.0,0.02,0.27,60.0,26.0,4.3,77.0,E,Microsoft
6326,2014.0,Action,0.13,0.12,0.0,0.02,0.27,69.0,20.0,6.8,36.0,E10+,Microsoft
6327,2013.0,Role-Playing,0.15,0.08,0.01,0.02,0.27,69.0,21.0,6.6,222.0,T,Microsoft
6338,2011.0,Racing,0.25,0.0,0.0,0.02,0.27,62.0,16.0,3.7,15.0,E,Sony
6340,2010.0,Action,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.5,8.0,T,Nintendo
6344,2010.0,Sports,0.23,0.02,0.0,0.02,0.27,62.0,12.0,5.8,4.0,E10+,Nintendo
6351,2013.0,Action,0.16,0.09,0.0,0.02,0.27,68.0,7.0,6.8,38.0,T,Nintendo
6353,2011.0,Action,0.11,0.09,0.04,0.03,0.27,77.0,56.0,8.1,124.0,M,Sony
6354,2010.0,Strategy,0.04,0.19,0.0,0.04,0.27,76.0,33.0,8.1,176.0,T,
6378,2014.0,Action,0.15,0.09,0.0,0.02,0.27,69.0,16.0,7.6,32.0,E,Nintendo
6380,2011.0,Strategy,0.1,0.13,0.0,0.04,0.27,78.0,46.0,7.7,359.0,T,
6395,2010.0,Strategy,0.12,0.11,0.0,0.02,0.27,78.0,45.0,7.0,38.0,T,Microsoft
6400,2011.0,Sports,0.14,0.1,0.0,0.03,0.27,41.0,8.0,7.4,7.0,E,Microsoft
6408,2011.0,Shooter,0.14,0.1,0.0,0.03,0.27,47.0,62.0,5.7,109.0,M,Microsoft
6420,2012.0,Action,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.4,31.0,M,Sony
6424,2010.0,Strategy,0.24,0.0,0.0,0.02,0.26,89.0,27.0,8.2,160.0,E10+,Microsoft
6428,2016.0,Action,0.07,0.16,0.0,0.04,0.26,73.0,28.0,8.5,79.0,T,Sony
6436,2010.0,Simulation,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,E,Nintendo
6449,2015.0,Platform,0.09,0.13,0.0,0.04,0.26,81.0,70.0,8.1,188.0,E,Sony
6455,2010.0,Action,0.18,0.06,0.0,0.02,0.26,68.0,39.0,8.2,332.0,M,Microsoft
6463,2011.0,Action,0.06,0.15,0.0,0.05,0.26,59.0,27.0,5.7,13.0,E10+,Sony
6469,2010.0,Fighting,0.11,0.03,0.09,0.03,0.26,63.0,22.0,8.6,20.0,T,Sony
6470,2013.0,Role-Playing,0.1,0.01,0.14,0.01,0.26,80.0,41.0,8.2,89.0,T,Nintendo
6480,2011.0,Action,0.04,0.04,0.16,0.02,0.26,64.0,11.0,7.8,9.0,T,Sony
6484,2012.0,Action,0.18,0.05,0.0,0.02,0.26,63.0,13.0,3.5,27.0,E,Microsoft
6488,2016.0,Sports,0.12,0.12,0.0,0.02,0.26,68.0,12.0,5.5,27.0,T,Microsoft
6493,2015.0,Racing,0.11,0.13,0.0,0.02,0.26,81.0,16.0,5.8,135.0,E,Microsoft
6536,2012.0,Role-Playing,0.06,0.04,0.14,0.02,0.26,70.0,17.0,6.6,120.0,T,Sony
6538,2016.0,Shooter,0.12,0.08,0.02,0.04,0.26,68.0,55.0,6.8,402.0,T,Sony
6545,2013.0,Action,0.12,0.1,0.02,0.02,0.26,75.0,30.0,7.4,170.0,M,Microsoft
6546,2010.0,Sports,0.17,0.06,0.0,0.02,0.26,53.0,10.0,6.6,10.0,E,Microsoft
6548,2012.0,Action,0.0,0.0,0.26,0.0,0.26,74.0,60.0,8.4,89.0,T,Sony
6550,2013.0,Shooter,0.16,0.07,0.0,0.02,0.26,54.0,55.0,6.2,195.0,M,Microsoft
6551,2013.0,Platform,0.11,0.08,0.02,0.04,0.26,80.0,75.0,8.5,236.0,E10+,Sony
6606,2012.0,Role-Playing,0.15,0.08,0.0,0.02,0.25,52.0,35.0,5.2,126.0,M,Microsoft
6621,2010.0,Simulation,0.0,0.21,0.0,0.05,0.25,62.0,26.0,3.5,104.0,T,
6630,2015.0,Role-Playing,0.12,0.01,0.1,0.02,0.25,67.0,31.0,7.1,54.0,E10+,Nintendo
6633,2011.0,Action,0.1,0.13,0.0,0.03,0.25,76.0,14.0,7.5,44.0,E10+,
6639,2016.0,Misc,0.06,0.14,0.02,0.04,0.25,59.0,48.0,7.1,73.0,M,Sony
6640,2011.0,Action,0.12,0.08,0.02,0.03,0.25,57.0,34.0,6.2,70.0,M,Sony
6652,2010.0,Action,0.05,0.15,0.0,0.05,0.25,42.0,33.0,3.8,20.0,T,Sony
6657,2015.0,Strategy,0.02,0.22,0.0,0.02,0.25,72.0,45.0,5.9,278.0,E10+,
6667,2010.0,Misc,0.21,0.02,0.0,0.02,0.25,64.0,5.0,6.6,5.0,E10+,Nintendo
6679,2014.0,Misc,0.09,0.03,0.1,0.03,0.25,78.0,15.0,8.6,49.0,T,Sony
6683,2013.0,Racing,0.04,0.19,0.0,0.02,0.25,76.0,16.0,3.3,546.0,E10+,
6691,2013.0,Shooter,0.08,0.13,0.0,0.04,0.25,69.0,22.0,6.7,79.0,M,Sony
6710,2011.0,Action,0.18,0.05,0.0,0.02,0.25,57.0,50.0,6.8,33.0,T,Microsoft
6714,2011.0,Adventure,0.08,0.13,0.0,0.03,0.25,83.0,28.0,7.9,903.0,M,
6750,2010.0,Misc,0.07,0.12,0.0,0.05,0.25,56.0,17.0,4.9,8.0,E,Sony
6751,2012.0,Action,0.14,0.09,0.0,0.02,0.25,39.0,28.0,5.0,51.0,M,Microsoft
6752,2012.0,Action,0.16,0.05,0.03,0.02,0.25,58.0,39.0,4.4,136.0,M,Microsoft
6754,2016.0,Strategy,0.09,0.13,0.0,0.02,0.25,88.0,81.0,7.3,684.0,E10+,
6757,2015.0,Role-Playing,0.1,0.11,0.0,0.04,0.25,63.0,32.0,6.3,60.0,T,Sony
6759,2015.0,Racing,0.08,0.15,0.0,0.02,0.25,64.0,13.0,5.3,22.0,E,Microsoft
6764,2013.0,Platform,0.13,0.06,0.0,0.06,0.25,75.0,15.0,8.2,148.0,E10+,Sony
6769,2012.0,Action,0.03,0.17,0.0,0.04,0.24,79.0,26.0,7.0,1327.0,M,
6770,2015.0,Role-Playing,0.16,0.01,0.05,0.02,0.24,79.0,32.0,8.7,82.0,T,Nintendo
6771,2010.0,Sports,0.13,0.09,0.0,0.02,0.24,51.0,8.0,8.6,15.0,E,Nintendo
6773,2014.0,Racing,0.12,0.1,0.0,0.02,0.24,80.0,28.0,7.1,158.0,E10+,Microsoft
6778,2014.0,Action,0.14,0.03,0.04,0.04,0.24,57.0,40.0,6.5,72.0,M,Sony
6780,2013.0,Platform,0.1,0.12,0.0,0.02,0.24,68.0,12.0,6.4,13.0,E10+,Nintendo
6788,2015.0,Action,0.17,0.05,0.0,0.02,0.24,76.0,15.0,5.5,17.0,E10+,Microsoft
6789,2012.0,Action,0.1,0.01,0.1,0.04,0.24,82.0,56.0,8.8,237.0,T,Sony
6796,2014.0,Action,0.08,0.07,0.06,0.03,0.24,76.0,31.0,8.1,74.0,T,Sony
6797,2011.0,Simulation,0.1,0.06,0.08,0.01,0.24,71.0,37.0,7.8,26.0,T,Nintendo
6801,2011.0,Action,0.05,0.06,0.11,0.02,0.24,67.0,35.0,7.5,73.0,T,Sony
6811,2011.0,Shooter,0.11,0.1,0.0,0.03,0.24,70.0,36.0,5.5,531.0,M,
6813,2010.0,Role-Playing,0.22,0.01,0.0,0.02,0.24,56.0,6.0,6.9,12.0,E10+,Nintendo
6827,2011.0,Action,0.16,0.06,0.0,0.02,0.24,58.0,22.0,8.0,46.0,T,Microsoft
6829,2015.0,Strategy,0.09,0.13,0.0,0.02,0.24,80.0,66.0,7.3,520.0,T,
